ID;loja;date;GMV;TR;onus;Comissao;Dolar_Ultimo;Dolar_Aertura;Dolar_Maxima;Dolar_Minima;Dolar_Var;Bov_Abertura;Bov_Fechamento;Bov_Variacao;Bov_Minimo;Bov_Maximo;Bov_Volume;;;;;;;;
3038;Loja 8;23/09/2019;14951;80;44852;1121;4,1638;4,1495;4,1495;4,1849;4,1447;104817;104638;-0,17;104020;104817;11090000;;;;;;;;
3039;Loja 8;24/09/2019;18164;89;54496;1362;4,165;4,1643;4,1643;4,1842;4,1531;104638;103876;-0,73;103504;104893;14050000;;;;;;;;
3040;Loja 8;25/09/2019;13622;84;46347;1158;4,149;4,1649;4,1649;4,1955;4,1448;103857;104481;0,58;103034;104481;14170000;;;;;;;;
3041;Loja 8;26/09/2019;20533;87;61602;1540;4,1711;4,1475;4,1475;4,1733;4,1208;104485;105319;0,8;104337;105342;13830000;;;;;;;;
3042;Loja 8;27/09/2019;21477;99;64429;1610;4,1602;4,1706;4,1706;4,1712;4,1437;105319;105078;-0,23;104506;105633;12160000;;;;;;;;
3043;Loja 8;28/09/2019;11491;54;34473;861;4,1602;4,1706;4,1706;4,1712;4,1437;105319;105078;-0,23;104506;105633;12160000;;;;;;;;
3044;Loja 8;29/09/2019;15837;80;47515;1187;4,1602;4,1706;4,1706;4,1712;4,1437;105319;105078;-0,23;104506;105633;12160000;;;;;;;;
3045;Loja 8;30/09/2019;18319;90;54954;1373;4,1556;4,1618;4,1618;4,172;4,1411;105077;104745;-0,32;104638;105178;12990000;;;;;;;;
3046;Loja 8;01/10/2019;20362;108;61090;1527;4,159;4,1575;4,1575;4,1863;4,1524;104745;104053;-0,66;103837;105121;14210000;;;;;;;;
3047;Loja 8;02/10/2019;21965;136;65895;1647;4,1293;4,158;4,158;4,1821;4,127;104049;101030;-2,91;100944;104049;17160000;;;;;;;;
3048;Loja 8;03/10/2019;21627;112;64883;1622;4,0841;4,1296;4,1296;4,1306;4,0743;101031;101516;0,48;99826;101560;15840000;;;;;;;;
3049;Loja 8;04/10/2019;20198;105;60589;1514;4,0556;4,0845;4,0845;4,0856;4,0496;101516;102551;1,02;101057;102580;15570000;;;;;;;;
3050;Loja 8;05/10/2019;12849;68;38549;963;4,0556;4,0845;4,0845;4,0856;4,0496;101516;102551;1,02;101057;102580;15570000;;;;;;;;
3051;Loja 8;06/10/2019;11643;69;38498;962;4,0556;4,0845;4,0845;4,0856;4,0496;101516;102551;1,02;101057;102580;15570000;;;;;;;;
3052;Loja 8;07/10/2019;16509;90;49534;1238;4,1071;4,0563;4,0563;4,1095;4,056;102546;100573;-1,93;100542;102546;13450000;;;;;;;;
3053;Loja 8;08/10/2019;26725;153;80181;2004;4,0954;4,1074;4,1074;4,1137;4,0739;100565;99981;-0,59;99868;101296;14290000;;;;;;;;
3054;Loja 8;09/10/2019;17255;97;51764;1294;4,1104;4,0965;4,0965;4,112;4,0705;100005;101248;1,27;100005;101567;10040000;;;;;;;;
3055;Loja 8;10/10/2019;13835;98;41509;1037;4,1095;4,1101;4,1101;4,1377;4,0891;101244;101817;0,56;101152;102483;14170000;;;;;;;;
3056;Loja 8;11/10/2019;15533;87;46596;1164;4,1097;4,1071;4,1071;4,1261;4,0803;101819;103834;1,98;101819;104381;15490000;;;;;;;;
3057;Loja 8;12/10/2019;11096;52;33289;832;4,1097;4,1071;4,1071;4,1261;4,0803;101819;103834;1,98;101819;104381;15490000;;;;;;;;
3058;Loja 8;13/10/2019;11221;56;33666;841;4,1097;4,1071;4,1071;4,1261;4,0803;101819;103834;1,98;101819;104381;15490000;;;;;;;;
3059;Loja 8;14/10/2019;17833;90;61567;1539;4,1265;4,1073;4,1073;4,1383;4,1073;103834;104302;0,45;103438;104305;10900000;;;;;;;;
3060;Loja 8;15/10/2019;18057;97;54171;1354;4,1807;4,1261;4,1261;4,1814;4,1209;104299;104491;0,18;104052;105048;15000000;;;;;;;;
3061;Loja 8;16/10/2019;8457;75;25368;633;4,1518;4,1802;4,1802;4,1879;4,1475;104486;105423;0,89;103521;105462;23750000;;;;;;;;
3062;Loja 8;17/10/2019;12989;91;42197;1054;4,1643;4,152;4,152;4,1818;4,1269;105389;105016;-0,39;104827;105891;15250000;;;;;;;;
3063;Loja 8;18/10/2019;9600;78;28804;719;4,1117;4,1646;4,1646;4,1666;4,1098;105012;104729;-0,27;104525;105464;16290000;;;;;;;;
3064;Loja 8;19/10/2019;6156;42;18477;461;4,1117;4,1646;4,1646;4,1666;4,1098;105012;104729;-0,27;104525;105464;16290000;;;;;;;;
3065;Loja 8;20/10/2019;7268;45;21799;544;4,1117;4,1646;4,1646;4,1666;4,1098;105012;104729;-0,27;104525;105464;16290000;;;;;;;;
3066;Loja 8;21/10/2019;5986;40;23265;580;4,1293;4,1114;4,1114;4,1524;4,1114;104729;106022;1,24;104696;106027;18940000;;;;;;;;
3067;Loja 8;22/10/2019;10785;81;32369;808;4,0819;4,1291;4,1291;4,1312;4,0598;106023;107381;1,28;105927;107421;18550000;;;;;;;;
3068;Loja 8;23/10/2019;10591;63;31784;794;4,0346;4,0812;4,0812;4,093;4,0274;107381;107544;0,15;107041;107959;17010000;;;;;;;;
3069;Loja 8;24/10/2019;7299;56;21896;547;4,0415;4,038;4,038;4,0465;3,9994;107553;106986;-0,52;106593;107744;18940000;;;;;;;;
3070;Loja 8;25/10/2019;6752;35;20251;506;4,0038;4,0427;4,0427;4,0427;3,9913;106990;107364;0,35;106990;108083;17360000;;;;;;;;
3071;Loja 8;26/10/2019;8702;48;30043;750;4,0038;4,0427;4,0427;4,0427;3,9913;106990;107364;0,35;106990;108083;17360000;;;;;;;;
3072;Loja 8;27/10/2019;9131;51;27398;684;4,0038;4,0427;4,0427;4,0427;3,9913;106990;107364;0,35;106990;108083;17360000;;;;;;;;
3073;Loja 8;28/10/2019;13908;81;45171;1129;3,991;4,0027;4,0027;4,0098;3,9726;107366;108187;0,77;107362;108393;14960000;;;;;;;;
3074;Loja 8;29/10/2019;16047;98;55933;1398;3,9986;3,9915;3,9915;4,0052;3,9834;108189;107556;-0,58;107313;108195;15050000;;;;;;;;
3075;Loja 8;30/10/2019;18406;101;55221;1380;3,9909;4;4;4,0332;3,9823;107557;108408;0,79;106622;108408;18860000;;;;;;;;
3076;Loja 8;31/10/2019;19419;114;58274;1456;4,0184;3,9932;3,9932;4,0383;3,9638;108403;107220;-1,1;106356;108403;19550000;;;;;;;;
3077;Loja 8;01/11/2019;31863;177;105041;2626;3,9903;4,0179;4,0179;4,0207;3,9691;107221;108196;0,91;107220;108496;20790000;;;;;;;;
3078;Loja 8;02/11/2019;22597;102;67797;1694;3,9903;4,0179;4,0179;4,0207;3,9691;107221;108196;0,91;107220;108496;20790000;;;;;;;;
3079;Loja 8;03/11/2019;21259;101;66794;1669;3,9903;4,0179;4,0179;4,0207;3,9691;107221;108196;0,91;107220;108496;20790000;;;;;;;;
3080;Loja 8;04/11/2019;34101;167;102318;2557;4,0156;3,9886;3,9886;4,0198;3,9743;108196;108651;0,42;108196;109352;16030000;;;;;;;;
3081;Loja 8;05/11/2019;35441;226;106345;2658;3,9937;4,0125;4,0125;4,0239;3,9827;108779;108719;0,06;108253;109343;20800000;;;;;;;;
3082;Loja 8;06/11/2019;37276;201;115291;2881;4,0836;3,9937;3,9937;4,0903;3,9747;108719;108353;-0,34;107446;109633;20380000;;;;;;;;
3083;Loja 8;07/11/2019;40921;220;123025;3073;4,1007;4,0833;4,0833;4,1035;4,0413;108360;109581;1,13;108360;109672;20250000;;;;;;;;
3084;Loja 8;08/11/2019;20391;113;61174;1528;4,1635;4,1143;4,1143;4,1707;4,1079;109572;107629;-1,78;107127;109572;20330000;;;;;;;;
3085;Loja 8;09/11/2019;19304;90;62835;1570;4,1635;4,1143;4,1143;4,1707;4,1079;109572;107629;-1,78;107127;109572;20330000;;;;;;;;
3086;Loja 8;10/11/2019;24131;116;72396;1809;4,1635;4,1143;4,1143;4,1707;4,1079;109572;107629;-1,78;107127;109572;20330000;;;;;;;;
3087;Loja 8;11/11/2019;28816;156;87058;2175;4,1518;4,1666;4,1666;4,1712;4,1352;107622;108367;0,69;106814;108367;14490000;;;;;;;;
3088;Loja 8;12/11/2019;27027;180;84954;2123;4,1677;4,1531;4,1531;4,1878;4,1421;108368;106751;-1,49;106232;108368;19010000;;;;;;;;
3089;Loja 8;13/11/2019;25300;140;91105;2277;4,1704;4,1695;4,1695;4,1901;4,1626;106751;106060;-0,65;105261;106786;26900000;;;;;;;;
3090;Loja 8;14/11/2019;27748;137;164976;3484;4,1951;4,17;4,17;4,1989;4,1616;106052;106557;0,47;105820;106758;18310000;;;;;;;;
3091;Loja 8;15/11/2019;18367;97;59446;1485;4,1962;4,1962;4,1962;4,1962;4,1962;106052;106557;0,47;105820;106758;18310000;;;;;;;;
3092;Loja 8;16/11/2019;17207;89;54651;1366;4,1962;4,1962;4,1962;4,1962;4,1962;106052;106557;0,47;105820;106758;18310000;;;;;;;;
3093;Loja 8;17/11/2019;18610;92;55834;1395;4,1962;4,1962;4,1962;4,1962;4,1962;106052;106557;0,47;105820;106758;18310000;;;;;;;;
3094;Loja 8;18/11/2019;23402;126;70203;1755;4,218;4,178;4,178;4,2196;4,1692;106566;106269;-0,27;106246;107519;27190000;;;;;;;;
3095;Loja 8;19/11/2019;30402;173;253087;4966;4,1945;4,2055;4,2055;4,2194;4,1851;106269;105864;-0,38;105367;106950;14210000;;;;;;;;
3096;Loja 8;20/11/2019;39186;194;352816;6857;4,1965;4,1942;4,1942;4,198;4,1942;106269;105864;-0,38;105367;106950;14210000;;;;;;;;
3097;Loja 8;21/11/2019;32175;160;96542;2413;4,1932;4,1951;4,1951;4,2241;4,1821;105866;107497;1,54;105864;107497;19210000;;;;;;;;
3098;Loja 8;22/11/2019;23447;126;70345;1758;4,1966;4,1943;4,1943;4,2011;4,1719;107497;108692;1,11;107157;108692;15580000;;;;;;;;
3099;Loja 8;23/11/2019;18556;86;55667;1391;4,1966;4,1943;4,1943;4,2011;4,1719;107497;108692;1,11;107157;108692;15580000;;;;;;;;
3100;Loja 8;24/11/2019;26903;127;87706;2192;4,1966;4,1943;4,1943;4,2011;4,1719;107497;108692;1,11;107157;108692;15580000;;;;;;;;
3101;Loja 8;25/11/2019;29800;187;92550;2313;4,2268;4,1989;4,1989;4,2312;4,1868;108692;108424;-0,25;108080;108915;15110000;;;;;;;;
3102;Loja 8;26/11/2019;33738;200;101219;2530;4,2332;4,2271;4,2271;4,2773;4,2271;108424;107059;-1,26;106414;108424;16730000;;;;;;;;
3103;Loja 8;27/11/2019;30552;157;104539;2613;4,2638;4,2294;4,2294;4,271;4,2264;107059;107708;0,61;106312;107991;15280000;;;;;;;;
3104;Loja 8;28/11/2019;70876;409;216474;5411;4,1902;4,2642;4,2642;4,2659;4,1901;107708;108290;0,54;107148;108333;12860000;;;;;;;;
3105;Loja 8;29/11/2019;271329;1399;884140;22103;4,2367;4,1895;4,1895;4,2457;4,1823;108290;108233;-0,05;107759;108708;7940000;;;;;;;;
3106;Loja 8;30/11/2019;87236;487;273833;6845;4,2367;4,1895;4,1895;4,2457;4,1823;108290;108233;-0,05;107759;108708;7940000;;;;;;;;
3107;Loja 8;01/12/2019;72761;375;221321;5533;4,2367;4,1895;4,1895;4,2457;4,1823;108290;108233;-0,05;107759;108708;7940000;;;;;;;;
3108;Loja 8;02/12/2019;40999;220;123017;3075;4,2234;4,2365;4,2365;4,2536;4,207;108233;108928;0,64;108233;109279;16960000;;;;;;;;
3109;Loja 8;03/12/2019;34864;224;113969;2849;4,2066;4,2237;4,2237;4,2245;4,184;108931;108956;0,03;108190;109198;17030000;;;;;;;;
3110;Loja 8;04/12/2019;33191;197;103310;2582;4,208;4,2055;4,2055;4,2104;4,1818;108962;110301;1,23;108962;110301;18130000;;;;;;;;
3111;Loja 8;05/12/2019;35152;196;105463;2636;4,186;4,208;4,208;4,2236;4,1764;110297;110622;0,29;110008;111073;17310000;;;;;;;;
3112;Loja 8;06/12/2019;30251;170;98400;2460;4,1414;4,1859;4,1859;4,1947;4,133;110623;111126;0,46;110623;111430;17810000;;;;;;;;
3113;Loja 8;07/12/2019;22408;119;70593;1764;4,1414;4,1859;4,1859;4,1947;4,133;110623;111126;0,46;110623;111430;17810000;;;;;;;;
3114;Loja 8;08/12/2019;22728;127;68188;1704;4,1414;4,1859;4,1859;4,1947;4,133;110623;111126;0,46;110623;111430;17810000;;;;;;;;
3115;Loja 8;09/12/2019;31931;185;191658;3833;4,1425;4,1417;4,1417;4,1608;4,123;111125;110977;-0,13;110870;111453;18490000;;;;;;;;
3116;Loja 8;10/12/2019;37290;238;233391;4667;4,147;4,1429;4,1429;4,1513;4,1323;110973;110672;-0,28;110133;111184;17050000;;;;;;;;
3117;Loja 8;11/12/2019;33168;185;199091;3981;4,1242;4,1466;4,1466;4,147;4,1067;110672;110964;0,26;110530;111227;15960000;;;;;;;;
3118;Loja 8;12/12/2019;34192;221;232271;4645;4,0908;4,1241;4,1241;4,1311;4,0813;110963;112143;1,06;110963;112298;14720000;;;;;;;;
3119;Loja 8;13/12/2019;32767;187;196683;3933;4,1082;4,0912;4,0912;4,1178;4,0751;112205;112565;0,38;111780;112829;25920000;;;;;;;;
3120;Loja 8;14/12/2019;12909;95;38734;968;4,1082;4,0912;4,0912;4,1178;4,0751;112205;112565;0,38;111780;112829;25920000;;;;;;;;
3121;Loja 8;15/12/2019;19432;106;58327;1458;4,1082;4,0912;4,0912;4,1178;4,0751;112205;112565;0,38;111780;112829;25920000;;;;;;;;
3122;Loja 8;16/12/2019;25076;148;75240;1881;4,0632;4,1095;4,1095;4,1095;4,0544;112565;111896;-0,59;111896;113197;34290000;;;;;;;;
3123;Loja 8;17/12/2019;22249;138;66758;1668;4,0719;4,063;4,063;4,078;4,0503;111897;112616;0,64;111897;112695;19950000;;;;;;;;
3124;Loja 8;18/12/2019;23411;141;70245;1756;4,0634;4,0687;4,0687;4,0764;4,0463;112618;114315;1,51;112300;114339;53760000;;;;;;;;
3125;Loja 8;19/12/2019;21409;130;68740;1718;4,0697;4,0633;4,0633;4,0703;4,0503;114313;115131;0,71;113712;115132;21690000;;;;;;;;
3126;Loja 8;20/12/2019;12656;88;37981;949;4,1025;4,0706;4,0706;4,1025;4,0576;115133;115121;-0,01;114526;115171;24140000;;;;;;;;
3127;Loja 8;21/12/2019;11010;68;33031;825;4,1025;4,0706;4,0706;4,1025;4,0576;115133;115121;-0,01;114526;115171;24140000;;;;;;;;
3128;Loja 8;22/12/2019;8970;44;26918;672;4,1025;4,0706;4,0706;4,1025;4,0576;115133;115121;-0,01;114526;115171;24140000;;;;;;;;
3129;Loja 8;23/12/2019;9809;50;29436;735;4,0835;4,1015;4,1015;4,1015;4,0571;115119;115070;-0,04;114964;115289;8430000;;;;;;;;
3130;Loja 8;24/12/2019;6706;33;23222;580;4,0838;4,0838;4,0838;4,0838;4,0838;115119;115070;-0,04;114964;115289;8430000;;;;;;;;
3131;Loja 8;25/12/2019;5915;29;17744;443;4,0838;4,0838;4,0838;4,0838;4,0838;115119;115070;-0,04;114964;115289;8430000;;;;;;;;
3132;Loja 8;26/12/2019;16498;82;49497;1237;4,056;4,0827;4,0827;4,0827;4,0453;115864;117203;1,85;115673;117220;15950000;;;;;;;;
3133;Loja 8;27/12/2019;13415;64;40265;1006;4,046;4,0568;4,0568;4,0614;4,0339;117205;116534;-0,57;115995;117803;16560000;;;;;;;;
3134;Loja 8;28/12/2019;7386;40;22160;554;4,046;4,0568;4,0568;4,0614;4,0339;117205;116534;-0,57;115995;117803;16560000;;;;;;;;
3135;Loja 8;29/12/2019;5811;32;17442;436;4,046;4,0568;4,0568;4,0614;4,0339;117205;116534;-0,57;115995;117803;16560000;;;;;;;;
3136;Loja 8;30/12/2019;7967;41;23905;597;4,0195;4,0484;4,0484;4,0484;4,0084;116530;115645;-0,76;115599;117086;15390000;;;;;;;;
3137;Loja 8;31/12/2019;5618;29;16858;421;4,0195;4,0201;4,0201;4,0201;4,0195;116530;115645;-0,76;115599;117086;15390000;;;;;;;;
3138;Loja 8;01/01/2020;6420;32;19263;481;4,0195;4,0195;4,0195;4,0195;4,0195;116530;115645;-0,76;115599;117086;15390000;;;;;;;;
3139;Loja 8;02/01/2020;13126;75;43539;1088;4,0263;4,0198;4,0198;4,0412;4,0031;115652;118573;2,53;115649;118573;20870000;;;;;;;;
3140;Loja 8;03/01/2020;14119;85;42361;1059;4,0672;4,0253;4,0253;4,0718;4,0253;118564;117781;-0,67;117341;118564;7680000;;;;;;;;
3141;Loja 8;04/01/2020;11580;66;34733;868;4,0672;4,0253;4,0253;4,0718;4,0253;118564;117781;-0,67;117341;118564;7680000;;;;;;;;
3142;Loja 8;05/01/2020;14684;66;44057;1101;4,0672;4,0253;4,0253;4,0718;4,0253;118564;117781;-0,67;117341;118564;7680000;;;;;;;;
3143;Loja 8;06/01/2020;15282;85;45855;1146;4,0618;4,0565;4,0565;4,0743;4,0458;117707;116592;-1,01;116269;117707;21570000;;;;;;;;
3144;Loja 8;07/01/2020;18338;117;56132;1399;4,0679;4,0622;4,0622;4,0924;4,0543;116872;116662;0,06;115965;117076;20200000;;;;;;;;
3145;Loja 8;08/01/2020;30758;175;274199;5298;4,0649;4,0677;4,0677;4,0784;4,0396;116667;116165;-0,43;115974;117335;6570000;;;;;;;;
3146;Loja 8;09/01/2020;24998;150;222420;4296;4,0927;4,0647;4,0647;4,0934;4,0569;116248;115946;-0,19;115411;116820;23000000;;;;;;;;
3147;Loja 8;10/01/2020;21172;94;63528;1588;4,0963;4,0938;4,0938;4,1045;4,0613;115948;115503;-0,38;114952;116745;19900000;;;;;;;;
3148;Loja 8;11/01/2020;13460;62;40380;1009;4,0963;4,0938;4,0938;4,1045;4,0613;115948;115503;-0,38;114952;116745;19900000;;;;;;;;
3149;Loja 8;12/01/2020;11653;62;34955;873;4,0963;4,0938;4,0938;4,1045;4,0613;115948;115503;-0,38;114952;116745;19900000;;;;;;;;
3150;Loja 8;13/01/2020;17629;101;67678;1544;4,1468;4,0895;4,0895;4,1468;4,0877;115503;117325;1,58;115503;117333;22110000;;;;;;;;
3151;Loja 8;14/01/2020;18541;124;72048;1636;4,133;4,1476;4,1476;4,1616;4,1205;117325;117632;0,26;116610;117705;21040000;;;;;;;;
3152;Loja 8;15/01/2020;19861;113;71779;1672;4,1756;4,1313;4,1313;4,1859;4,1303;117632;116414;-1,04;116188;117632;32340000;;;;;;;;
3153;Loja 8;16/01/2020;16605;86;57566;1361;4,1851;4,1754;4,1754;4,2007;4,1585;116415;116704;0,25;115961;117106;20490000;;;;;;;;
3154;Loja 8;17/01/2020;21363;98;73381;1741;4,162;4,1851;4,1851;4,1935;4,1584;116710;118478;1,52;116710;118479;20810000;;;;;;;;
3155;Loja 8;18/01/2020;9519;53;28562;714;4,162;4,1851;4,1851;4,1935;4,1584;116710;118478;1,52;116710;118479;20810000;;;;;;;;
3156;Loja 8;19/01/2020;16185;78;49265;1224;4,162;4,1851;4,1851;4,1935;4,1584;116710;118478;1,52;116710;118479;20810000;;;;;;;;
3157;Loja 8;20/01/2020;25544;148;146890;2969;4,1902;4,1654;4,1654;4,1917;4,1624;118478;118862;0,32;117928;118862;28680000;;;;;;;;
3158;Loja 8;21/01/2020;25777;145;143668;2928;4,2126;4,1885;4,1885;4,2174;4,1826;118861;117026;-1,54;117026;118861;22510000;;;;;;;;
3159;Loja 8;22/01/2020;27950;159;155216;3166;4,1829;4,2011;4,2011;4,2055;4,1716;117035;118391;1,17;117035;118401;22110000;;;;;;;;
3160;Loja 8;23/01/2020;22870;136;128097;2607;4,1707;4,1829;4,1829;4,1903;4,1551;118391;119528;0,96;116906;119535;25470000;;;;;;;;
3161;Loja 8;24/01/2020;18514;98;104168;2118;4,1817;4,1706;4,1706;4,1917;4,1646;119528;118376;-0,96;118108;119593;19830000;;;;;;;;
3162;Loja 8;25/01/2020;13395;73;75788;1538;4,1817;4,1706;4,1706;4,1917;4,1646;119528;118376;-0,96;118108;119593;19830000;;;;;;;;
3163;Loja 8;26/01/2020;21044;107;131299;2675;4,1817;4,1706;4,1706;4,1917;4,1646;119528;118376;-0,96;118108;119593;19830000;;;;;;;;
3164;Loja 8;27/01/2020;17353;105;52062;1301;4,2077;4,1834;4,1834;4,2317;4,1799;118347;114482;-3,29;114376;118347;23800000;;;;;;;;
3165;Loja 8;28/01/2020;18368;122;63938;1598;4,1945;4,2111;4,2111;4,2164;4,1864;114482;116479;1,74;114475;116797;20360000;;;;;;;;
3166;Loja 8;29/01/2020;20174;118;71731;1792;4,2306;4,195;4,195;4,2325;4,1806;116494;115385;-0,94;115164;117171;20180000;;;;;;;;
3167;Loja 8;30/01/2020;22586;136;67773;1694;4,2432;4,2306;4,2306;4,2722;4,2305;115375;114646;-0,64;112825;115375;20550000;;;;;;;;
3168;Loja 8;31/01/2020;17764;107;53305;1332;4,2824;4,244;4,244;4,2904;4,244;115518;113761;-0,77;113148;115518;24460000;;;;;;;;
